short_id,longitude_normalized,latitude_normalized
#aci,4.551792828685255,4.070138150903291
#acj,5.318725099601586,3.0286928799149844
#ack,5.816733067729078,1.8384697130712044
#acl,3.017928286852593,6.408076514346439
#acm,1.6334661354581692,6.2592986184909645
#acn,5.7968127490039825,1.8065887353878876
#aco,6.772908366533867,1.4452709883103072
#acp,1.6135458167330594,6.2592986184909645
#acq,6.653386454183265,1.689691817215731
#acr,2.410358565737041,5.727948990435705
#acs,8.944223107569718,0.2869287991498438
#act,6.454183266932266,1.4346439957492039
#acu,3.8944223107569718,6.450584484590859
#acv,5.2589641434263,2.9649309245483506
#acw,6.603585657370519,1.6365568544102003
#acx,6.245019920318726,1.4452709883103072
#acy,6.4940239043824715,1.4771519659936239
#acz,6.623505976095614,1.2539851222104137
#ada,6.245019920318726,1.466524973432521
#adb,6.135458167330679,1.3708820403825703
#adc,2.1215139442231044,5.876726886291178
#add,6.4243027888446145,1.6153028692879943
#ade,5.966135458167329,1.381509032943681
#adf,7.031872509960153,1.72157279489904
#adg,2.330677290836644,6.068012752391072
#adh,4.581673306772906,4.558979808714131
#adi,2.3207171314741037,5.632306057385762
#adj,6.374501992031869,1.3177470775770472
#adk,4.6613545816733035,4.027630180658871
#adl,6.185258964143426,1.700318809776834
#adm,7.011952191235057,1.6046758767268834
#adn,1.90239043824701,5.568544102019128
#ado,4.6613545816733035,1.9553666312433609
#adp,6.3346613545816775,1.41339001062699
#adq,7.041832669322707,0.5313496280552601
#adr,2.2211155378485974,5.0371944739638685
#ads,3.2768924302788793,5.217853347502659
#adt,6.135458167330679,1.4877789585547267
#adu,7.529880478087644,1.5409139213602574
#adv,7.0717131474103585,1.5940488841657805
#adw,5.986055776892426,1.5621679064824636
#adx,1.43426294820717,6.928799149840596
#ady,2.7988047808764844,6.4187035069075415
#adz,5.139442231075698,3.04994686503719
#aea,6.4940239043824715,1.3071200850159443
#aeb,3.3864541832669266,5.366631243358132
#aec,2.3406374501991993,6.195536663124331
#aed,2.161354581673296,5.706695005313492
#aee,0.15936254980079356,8.746014877789586
#aef,6.603585657370519,1.0095642933049973
#aeg,2.3107569721115486,5.791710945802339
#aeh,7.410358565737055,0.3400637619553668
#aei,5.019920318725095,2.019128586609987
#aej,5.159362549800793,1.8172157279489907
#aek,2.3804780876494047,7.183846971307116
#ael,2.9880478087649425,6.227417640807649
#aem,6.972111553784865,1.4984059511158376
#aen,7.101593625498009,1.19022316684378
#aeo,2.978087649402388,6.535600425079698
#aep,6.9322709163346605,1.6790648246546203
#aeq,6.284860557768917,1.2858660998937306
#aer,7.081673306772913,1.5940488841657805
#aes,6.205179282868521,1.5940488841657805
#aet,4.521912350597605,2.0510095642933037
#aeu,2.0019920318725024,5.770456960680125
#aev,1.7828685258964079,5.781083953241229
#aew,3.864541832669321,2.6567481402763002
#aex,2.2808764940238984,6.068012752391072
#aey,3.3864541832669266,5.430393198724758
#aez,2.1314741035856595,5.600425079702446
#afa,7.001992031872517,0.7226354941551536
#afb,2.5498007968127387,5.079702444208288
#afc,6.922310756972106,1.4877789585547267
#afd,2.2709163346613574,4.803400637619555
#afe,6.235059760956171,1.381509032943681
#aff,3.1673306772908316,6.535600425079698
#afg,2.440239043824692,5.090329436769391
#afh,2.3207171314741037,6.195536663124331
#afi,5.946215139442234,1.45589798087141
#afj,3.5756972111553704,6.493092454835279
#afk,2.9482071713147375,6.992561105207221
#afl,1.6633466135458055,6.8437832093517486
#afm,4.521912350597605,2.040382571732201
#afn,5.816733067729078,1.8597236981934107
#afo,2.161354581673296,5.685441020191285
#afp,5.966135458167329,1.45589798087141
#afq,6.962151394422311,1.126461211477154
#afr,7.280876494023898,0.46758767268862655
#afs,3.227091633466133,6.811902231668439
#aft,3.6155378486055763,6.206163655685443
#afu,2.4003984063745003,5.069075451647185
#afv,5.846613545816728,1.8809776833156242
#afw,5.926294820717125,1.6365568544102003
#afx,7.3505976095617545,0.27630180658873316
#afy,2.410358565737041,5.568544102019128
#afz,3.087649402390435,5.717321997874602
#aga,3.3167330677290847,5.249734325185967
#agb,2.171314741035851,5.674814027630182
#agc,5.846613545816728,1.795961742826777
#agd,2.3904382470119456,4.856535600425078
#age,2.440239043824692,5.228480340063761
#agf,6.055776892430282,1.5940488841657805
#agg,4.990039840637445,4.027630180658871
#agh,2.2808764940238984,5.749202975557919
#agi,5.966135458167329,1.3283740701381501
#agj,1.723107569721107,5.6429330499468655
#agk,2.290836653386453,5.770456960680125
#agl,2.9083665338645313,6.397449521785336
#agm,6.0756972111553775,1.5196599362380436
#agn,7.011952191235057,0.6588735387885198
#ago,3.0976095617529897,5.770456960680125
#agp,2.1912350597609462,5.483528161530289
#agq,2.699203187250992,7.162592986184909
#agr,2.659362549800787,7.736450584484588
#ags,2.749003984063738,7.704569606801273
#agt,6.035856573705171,1.8172157279489907
#agu,6.593625498007963,1.137088204038257
#agv,6.055776892430282,1.4877789585547267
#agw,0.3386454183266827,8.958554729011686
#agx,6.344621513944219,1.4877789585547267
#agy,3.0677290836653395,6.567481402763015
#agz,6.723107569721121,1.5834218916046774
#aha,6.005976095617536,1.5940488841657805
#ahb,7.191235059760961,0.19128586609989337
#ahc,7.241035856573706,0.255047821466527
#ahd,7.260956175298803,0.6482465462274167
#ahe,6.992031872509962,0.6695005313496305
#ahf,7.250996015936262,0.07438894792773672
#ahg,3.07768924302788,5.940488841657812
#ahh,3.844621513944226,5.015940488841655
#ahi,1.912350597609551,5.515409139213599
#ahj,4.7410358565737,2.008501594048884
#ahk,3.9641434262948136,6.046758767268859
#ahl,6.165338645418329,1.6259298618490972
#ahm,3.7649402390438285,5.111583421891605
#ahn,8.15737051792829,1.2114771519659937
#aho,3.695219123505973,5.483528161530289
#ahp,3.725099601593623,2.7205100956429344
#ahq,6.962151394422311,1.6684378320935171
#ahr,6.5139442231075675,1.3283740701381501
#ahs,2.9083665338645313,6.482465462274175
#aht,7.1414342629482,1.6259298618490972
#ahu,7.171314741035851,0.3931987247608898
#ahv,6.015936254980076,1.2539851222104137
#ahw,5.986055776892426,1.530286928799147
#ahx,6.474103585657376,1.3390010626992535
#ahy,4.890438247011953,4.187035069075447
#ahz,2.7390438247011972,7.0244420828905385
#aia,6.384462151394424,1.4452709883103072
#aib,2.749003984063738,7.013815090329435
#aic,5.547808764940236,1.8384697130712044
#aid,5.448207171314744,1.997874601487781
#aie,6.723107569721121,1.392136025504784
#aif,3.356573705179276,5.579171094580232
#aig,2.2808764940238984,5.026567481402765
#aih,6.942231075697215,0.7013815090329473
#aii,6.683266932270914,1.4240170031881008
#aij,5.876494023904378,1.7853347502656738
#aik,7.260956175298803,0.6269925611052106
#ail,3.9940239043824644,6.068012752391072
#aim,2.8884462151394357,6.493092454835279
#ain,3.695219123505973,3.1030818278427215
#aio,6.274900398406377,1.3708820403825703
#aip,4.551792828685255,4.558979808714131
#aiq,2.968127490039833,6.482465462274175
#air,7.3505976095617545,0.11689691817215664
#ais,2.5996015936254997,7.268862911795963
#ait,1.9322709163346605,5.972369819341122
#aiu,1.7729083665338672,7.821466524973428
#aiv,7.151394422310755,0.09564293304995045
#aiw,6.772908366533867,1.3708820403825703
#aix,3.56573705179283,5.419766206163655
#aiy,5.856573705179283,1.8384697130712044
#aiz,8.82470119521913,0.15940488841657652
#aja,6.583665338645423,1.6365568544102003
#ajb,2.3904382470119456,5.0371944739638685
#ajc,2.2808764940238984,5.3134962805526005
#ajd,3.496015936254974,5.270988310308181
#aje,2.2509960159362477,5.451647183846972
#ajf,5.876494023904378,5.132837407013811
#ajg,5.089641434262951,1.8490967056323073
#ajh,5.886454183266934,1.8916046758767275
#aji,4.482071713147414,4.473963868225291
#ajj,3.7848605577689245,6.2592986184909645
#ajk,5.7968127490039825,1.700318809776834
#ajl,6.205179282868521,1.381509032943681
#ajm,6.284860557768917,1.2752391073326275
#ajn,6.274900398406377,1.349628055260364
#ajo,3.007968127490038,6.5037194473963815
#ajp,6.683266932270914,0.9670563230605773
#ajq,2.300796812748994,5.111583421891605
#ajr,3.5458167330677197,4.824654622741761
#ajs,2.3804780876494047,5.3134962805526005
#ajt,8.754980079681275,0.23379383634431328
#aju,2.7689243027888475,7.651434643995749
#ajv,2.2808764940238984,4.6971307120085015
#ajw,1.5438247011952175,6.195536663124331
#ajx,2.161354581673296,6.174282678002125
#ajy,2.62948207171315,4.633368756641868
#ajz,6.394422310756964,1.3602550478214672
#aka,7.0517928286852625,0.4888416578108402
#akb,6.035856573705171,1.6259298618490972
#akc,2.3207171314741037,5.738575982996808
#akd,7.171314741035851,0.255047821466527
#ake,3.5059760956175285,2.9649309245483506
#akf,2.5796812749003895,5.0478214665249705
#akg,5.73705179282868,1.7640807651434676
#akh,6.294820717131472,1.5621679064824636
#aki,6.384462151394424,1.381509032943681
#akj,2.161354581673296,5.674814027630182
#akk,5.139442231075698,1.774707757704571
#akl,6.992031872509962,1.5940488841657805
#akm,6.553784860557772,1.2327311370882075
#akn,7.041832669322707,1.8065887353878876
#ako,3.0478087649402297,5.727948990435705
#akp,4.591633466135462,2.019128586609987
#akq,6.015936254980076,1.45589798087141
#akr,2.1215139442231044,5.122210414452708
#aks,1.8725099601593596,5.387885228480338
#akt,3.237051792828688,7.0244420828905385
#aku,2.290836653386453,5.749202975557919
#akv,6.0756972111553775,1.3390010626992535
#akw,6.364541832669328,1.5834218916046774
#akx,1.8027888446215035,5.526036131774709
#aky,6.065737051792822,1.689691817215731
#akz,6.4243027888446145,1.6046758767268834
#ala,1.912350597609551,5.536663124335812
#alb,1.4043824701195196,6.333687566418702
#alc,4.571713147410351,4.5270988310308145
#ald,5.677290836653379,1.7428267800212538
#ale,2.2011952191235014,5.504782146652495
#alf,3.346613545816735,7.003188097768333
#alg,2.0717131474103585,5.196599362380445
#alh,6.852589641434264,1.6259298618490972
#ali,1.8227091633466133,5.717321997874602
#alj,5.856573705179283,1.8065887353878876
#alk,1.912350597609551,5.387885228480338
#all,5.249003984063744,5.568544102019128
#alm,6.294820717131472,1.349628055260364
#aln,2.1812749003984058,5.185972369819342
#alo,2.041832669322708,6.068012752391072
#alp,6.942231075697215,1.6684378320935171
#alq,3.476095617529878,3.0393198724760873
#alr,2.3207171314741037,5.802337938363442
#als,2.529880478087643,6.323060573857599
#alt,1.8027888446215035,5.706695005313492
#alu,5.338645418326697,2.933049946865034
#alv,6.284860557768917,1.2539851222104137
#alw,2.490039840637452,5.0371944739638685
#alx,2.5099601593625476,5.015940488841655
#aly,1.3944223107569647,8.639744952178534
#alz,5.119521912350602,1.8809776833156242
#ama,2.2709163346613574,6.238044633368752
#amb,0.23904382470119032,8.788522848034006
#amc,3.017928286852593,6.450584484590859
#amd,2.231075697211152,7.736450584484588
#ame,6.6135458167330725,1.0095642933049973
#amf,1.4043824701195196,6.365568544102018
#amg,2.5796812749003895,6.386822529224226
#amh,6.005976095617536,1.3071200850159443
#ami,6.972111553784865,0.7332624867162565
#amj,7.749003984063752,1.4877789585547267
#amk,6.4243027888446145,1.5727948990435743
#aml,6.4940239043824715,1.4346439957492039
#amm,6.673306772908361,0.9670563230605773
#amn,2.9083665338645313,6.408076514346439
#amo,4.492031872509955,4.5270988310308145
#amp,3.017928286852593,5.834218916046758
#amq,6.185258964143426,1.5196599362380436
#amr,6.015936254980076,3.400637619553668
#ams,6.832669322709169,1.168969181721574
#amt,6.7928286852589626,1.6153028692879943
#amu,5.926294820717125,1.700318809776834
#amv,7.171314741035851,0.27630180658873316
#amw,3.844621513944226,8.257173219978746
#amx,5.876494023904378,1.6259298618490972
#amy,1.9521912350597561,5.356004250797022
#amz,6.364541832669328,2.061636556854407
#ana,6.404382470119519,1.1795961742826768
#anb,2.689243027888437,7.672688629117955
#anc,6.414342629482075,1.3177470775770472
#and,7.37051792828685,0.44633368756642033
#ane,2.0517928286852487,5.632306057385762
#anf,3.496015936254974,5.3028692879914985
#ang,5.806772908366536,1.5621679064824636
#anh,4.492031872509955,4.548352816153028
#ani,4.561752988047811,3.995749202975554
#anj,6.105577689243028,1.647183846971311
#ank,6.474103585657376,1.6365568544102003
#anl,6.185258964143426,2.316684378320934
#anm,7.390438247011946,0.29755579171094687
#ann,2.2011952191235014,5.249734325185967
#ano,5.956175298804776,1.657810839532414
#anp,3.8844621513944166,2.486716259298621
#anq,7.430278884462151,0.13815090329437035
#anr,2.808764940239039,6.3443145589798045
#ans,6.235059760956171,1.530286928799147
#ant,7.091633466135454,0.3506907545164699
#anu,6.205179282868521,1.6365568544102003
#anv,4.731075697211159,4.282678002125398
#anw,6.633466135458169,1.1477151965993602
#anx,2.061752988047804,5.557917109458025
#any,4.53187250996016,4.590860786397448
#anz,4.681274900398399,4.027630180658871
#aoa,4.701195219123509,4.048884165781085
#aob,6.095617529880474,1.530286928799147
#aoc,7.021912350597612,1.8065887353878876
#aod,3.3366533864541803,5.409139213602552
#aoe,1.9820717131474068,8.66099893730074
#aof,7.3505976095617545,0.2869287991498438
#aog,6.045816733067727,1.3390010626992535
#aoh,1.9621513944223112,8.140276301806589
#aoi,6.0756972111553775,1.402763018065887
#aoj,2.569721115537849,6.524973432518594
#aok,6.2151394422310755,1.4877789585547267
#aol,2.3406374501991993,6.174282678002125
#aom,6.583665338645423,1.137088204038257
#aon,3.8545816733067664,2.2529224229543003
#aoo,5.856573705179283,1.7640807651434676
#aop,2.3107569721115486,6.057385759829969
#aoq,3.247011952191228,7.375132837407008
#aor,6.962151394422311,1.466524973432521
#aos,7.001992031872517,1.657810839532414
#aot,8.585657370517925,0.5844845908607907
#aou,6.294820717131472,1.41339001062699
#aov,7.2310756972111525,0.21253985122210706
#aow,2.918326693227087,4.282678002125398
#aox,2.410358565737041,5.090329436769391
#aoy,3.30677290836653,5.079702444208288
#aoz,5.577689243027887,1.997874601487781
#apa,4.900398406374493,4.303931987247612
#apb,3.0976095617529897,4.027630180658871
#apc,2.689243027888437,7.035069075451642
#apd,3.476095617529878,5.3028692879914985
#ape,2.440239043824692,5.079702444208288
#apf,6.135458167330679,2.263549415515411
#apg,7.241035856573706,0.6588735387885198
#aph,2.4601593625498017,4.718384697130707
#api,7.440239043824706,1.4771519659936239
#apj,3.466135458167323,6.195536663124331
#apk,6.115537848605584,1.4346439957492039
#apl,8.466135458167338,1.7640807651434676
#apm,3.9043824701195122,2.561105207226358
#apn,3.6752988047808772,3.134962805526038
#apo,2.4501992031872466,5.185972369819342
#app,0.7569721115537764,6.652497343251856
#apq,6.454183266932266,1.6790648246546203
#apr,6.5139442231075675,3.3049946865037176
#aps,3.07768924302788,6.514346439957492
#apt,7.589641434262945,2.104144527098834
#apu,2.091633466135454,5.557917109458025
#apv,7.181274900398406,1.6046758767268834
#apw,7.191235059760961,0.4569606801275234
#apx,2.938247011952182,6.5037194473963815
#apy,2.2211155378485974,5.4729011689691776
#apz,3.296812749003975,5.462274176408075
#aqa,3.3665338645418306,5.430393198724758
#aqb,6.474103585657376,1.3708820403825703
#aqc,6.085657370517933,1.4452709883103072
#aqd,6.922310756972106,1.647183846971311
#aqe,4.6215139442231115,4.452709883103077
#aqf,6.3346613545816775,1.4984059511158376
#aqg,3.30677290836653,8.299681190223167
#aqh,2.1513944223107555,7.428267800212539
#aqi,3.2768924302788793,4.930924548352815
#aqj,1.9621513944223112,5.547290116896915
#aqk,3.864541832669321,5.079702444208288
#aql,5.368525896414348,5.419766206163655
#aqm,3.197211155378482,6.673751328374069
#aqn,5.129482071713143,1.7534537725823571
#aqo,7.0717131474103585,0.7013815090329473
#aqp,6.43426294820717,1.137088204038257
#aqq,6.69322709163347,1.657810839532414
#aqr,0.9960159362549809,7.290116896918168
#aqs,1.6832669322709153,6.269925611052068
#aqt,2.2509960159362477,5.738575982996808
#aqu,6.673306772908361,1.689691817215731
#aqv,4.6414342629482075,1.9872476089266702
#aqw,6.64342629482071,1.1583421891604708
#aqx,2.031872509960153,5.812964930924545
#aqy,5.916334661354584,1.7428267800212538
#aqz,6.414342629482075,1.5940488841657805
#ara,3.3764940239043857,5.441020191285862
#arb,2.8984063745019912,6.323060573857599
#arc,7.37051792828685,0.29755579171094687
#ard,2.5099601593625476,5.122210414452708
#are,2.5796812749003895,5.483528161530289
#arf,6.414342629482075,1.402763018065887
#arg,2.3207171314741037,5.0478214665249705
#arh,3.247011952191228,8.246546227417635
#ari,2.0517928286852487,5.589798087141334
#arj,5.956175298804776,1.41339001062699
#ark,5.876494023904378,1.6046758767268834
#arl,6.404382470119519,1.466524973432521
#arm,2.8286852589641347,6.4187035069075415
#arn,2.778884462151389,4.824654622741761
#aro,2.3107569721115486,5.781083953241229
#arp,3.07768924302788,6.482465462274175
#arq,7.061752988047804,0.46758767268862655
#arr,1.8227091633466133,5.781083953241229
#ars,5.149402390438239,1.72157279489904
#art,7.101593625498009,0.6907545164718366
#aru,5.866533864541838,1.8703506907545138
#arv,2.2111553784860565,7.938363443145585
#arw,7.0517928286852625,2.0722635494155175
#arx,6.2151394422310755,1.7640807651434676
#ary,6.025896414342632,1.5621679064824636
#arz,6.25498007968128,1.5196599362380436
#asa,0.20916334661353977,8.544102019128582
#asb,3.914342629482068,2.571732199787461
#asc,6.055776892430282,1.5090329436769405
#asd,6.17529880478087,1.381509032943681
#ase,1.90239043824701,5.834218916046758
#asf,2.3207171314741037,5.090329436769391
#asg,6.314741035856568,1.689691817215731
#ash,3.6553784860557674,5.239107332624865
#asi,5.0796812749003974,3.9213602550478175
#asj,6.414342629482075,1.392136025504784
#ask,2.0019920318725024,5.334750265674815
#asl,2.041832669322708,6.121147715196594
#asm,4.7808764940239055,4.4420828905419745
#asn,6.145418326693219,1.3071200850159443
#aso,2.8984063745019912,6.376195536663122
#asp,1.513944223107567,6.227417640807649
#asq,2.2509960159362477,5.377258235919236
#asr,6.065737051792822,1.4771519659936239
#ass,5.3585657370517925,3.0393198724760873
#ast,4.252988047808764,2.1785334750265712
#asu,1.5239043824701217,6.216790648246545
#asv,7.280876494023898,0.13815090329437035
#asw,6.4243027888446145,1.3602550478214672
#asx,2.758964143426293,7.704569606801273
#asy,3.745019920318719,6.365568544102018
#asz,6.015936254980076,1.402763018065887
#ata,1.762948207171312,5.9086078639744954
#atb,4.750996015936255,3.783209351753455
#atc,3.2569721115537837,6.758767268862909
#atd,7.011952191235057,1.4877789585547267
#ate,7.011952191235057,0.563230605738577
#atf,2.9980079681274834,6.493092454835279
#atg,2.231075697211152,5.154091392136025
#ath,6.862549800796819,1.4452709883103072
#ati,4.322709163346606,2.1253985122210404
#atj,2.7988047808764844,6.429330499468653
#atk,6.324701195219122,1.2858660998937306
#atl,3.1075697211155306,5.9192348565355974
#atm,1.623505976095614,6.291179596174282
#atn,4.482071713147414,4.845908607863975
#ato,5.906374501992029,1.8809776833156242
#atp,3.3665338645418306,5.398512221041441
#atq,7.798804780876498,1.392136025504784
#atr,5.488047808764936,1.732199787460151
#ats,2.3107569721115486,4.771519659936238
#att,5.966135458167329,1.3602550478214672
#atu,4.432270916334653,4.293304994686501
#atv,6.045816733067727,1.5409139213602574
#atw,6.235059760956171,1.4771519659936239
#atx,3.087649402390435,5.855472901168964
#aty,6.045816733067727,1.5834218916046774
#atz,2.2111553784860565,5.812964930924545
#aua,5.249003984063744,3.0286928799149844
#aub,2.1812749003984058,5.547290116896915
#auc,5.0796812749003974,3.4325185972369847
#aud,6.115537848605584,1.45589798087141
#aue,6.135458167330679,1.6153028692879943
#auf,3.6653386454183225,3.283740701381511
#aug,2.360557768924295,5.526036131774709
#auh,2.330677290836644,5.026567481402765
#aui,5.099601593625493,1.8384697130712044
#auj,2.4501992031872466,5.462274176408075
#auk,8.077689243027894,1.2539851222104137
#aul,8.79482071713148,0.13815090329437035
#aum,4.442231075697208,4.420828905419769
#aun,1.3147410358565679,6.641870350690752
#auo,6.354581673306773,1.45589798087141
#aup,6.4940239043824715,1.19022316684378
#auq,5.517928286852586,1.8490967056323073
#aur,6.045816733067727,1.4984059511158376
#aus,2.0517928286852487,5.717321997874602
#aut,6.1952191235059795,1.5727948990435743
#auu,0.1892430278884441,8.75664187035069
#auv,5.846613545816728,1.5515409139213607
#auw,2.0517928286852487,5.3028692879914985
#aux,6.304780876494027,1.392136025504784
#auy,1.653386454183265,6.163655685441022
#auz,1.374501992031869,6.333687566418702
#ava,6.155378486055775,1.381509032943681
#avb,4.691235059760953,4.272051009564295
#avc,4.53187250996016,4.4420828905419745
#avd,5.876494023904378,1.657810839532414
#ave,6.553784860557772,1.392136025504784
#avf,8.73505976095618,0.26567481402763005
#avg,1.9820717131474068,5.504782146652495
#avh,6.025896414342632,1.5409139213602574
#avi,2.3804780876494047,4.771519659936238
#avj,4.591633466135462,4.495217853347505
#avk,6.015936254980076,1.6365568544102003
#avl,7.270916334661357,0.053134962805530546
#avm,6.045816733067727,1.657810839532414
#avn,6.1952191235059795,1.41339001062699
#avo,7.041832669322707,0.7013815090329473
#avp,7.260956175298803,1.3177470775770472
#avq,2.3107569721115486,5.377258235919236
#avr,6.1952191235059795,1.5090329436769405
#avs,7.101593625498009,1.6684378320935171
#avt,3.914342629482068,8.331562167906483
#avu,1.6733067729083606,6.280552603613179
#avv,3.0677290836653395,5.727948990435705
#avw,5.298804780876491,3.04994686503719
#avx,1.6035856573705187,6.291179596174282
#avy,6.394422310756964,1.6046758767268834
#avz,5.4780876494023945,1.795961742826777
#awa,6.284860557768917,1.5196599362380436
#awb,6.9322709163346605,1.6684378320935171
#awc,5.73705179282868,1.7853347502656738
#awd,6.125498007968124,1.6365568544102003
#awe,5.896414342629475,1.6365568544102003
#awf,6.474103585657376,1.41339001062699
#awg,6.384462151394424,1.3390010626992535
#awh,6.683266932270914,1.41339001062699
#awi,9.691235059760952,1.1477151965993602
#awj,3.0577689243027844,6.450584484590859
#awk,1.6135458167330594,6.907545164718382
#awl,6.573705179282868,1.5621679064824636
#awm,5.816733067729078,1.72157279489904
#awn,6.4243027888446145,1.2646121147715168
#awo,6.683266932270914,1.6046758767268834
#awp,7.201195219123502,1.657810839532414
#awq,2.1314741035856595,5.823591923485656
#awr,6.25498007968128,1.647183846971311
#aws,3.7051792828685275,6.524973432518594
#awt,2.3207171314741037,5.685441020191285
#awu,5.846613545816728,1.7534537725823571
#awv,1.444223107569711,7.045696068012752
#aww,5.916334661354584,1.3071200850159443
#awx,7.031872509960153,0.2869287991498438
#awy,7.021912350597612,0.7226354941551536
#awz,6.822709163346613,1.4984059511158376
#axa,7.221115537848611,0.021253985122213728
#axb,6.25498007968128,1.700318809776834
#axc,1.8924302788844551,5.557917109458025
#axd,3.296812749003975,5.568544102019128
#axe,2.4501992031872466,5.015940488841655
#axf,0.986055776892426,6.875664187035065
#axg,2.4601593625498017,5.164718384697128
#axh,4.53187250996016,3.6981934112646146
#axi,2.3406374501991993,4.8671625929861815
#axj,3.3167330677290847,5.441020191285862
#axk,5.906374501992029,1.392136025504784
#axl,3.496015936254974,2.9649309245483506
#axm,2.2011952191235014,5.876726886291178
#axn,5.7071713147410295,1.7109458023379371
#axo,2.978087649402388,6.471838469713073
#axp,6.563745019920313,1.6046758767268834
#axq,1.703187250996011,5.812964930924545
#axr,7.260956175298803,1.5727948990435743
#axs,2.290836653386453,5.738575982996808
#axt,6.284860557768917,1.466524973432521
#axu,5.059760956175301,1.732199787460151
#axv,3.0677290836653395,6.556854410201912
#axw,1.693227091633456,6.227417640807649
#axx,7.3505976095617545,0.26567481402763005
#axy,5.378486055776888,3.04994686503719
#axz,6.464143426294821,1.2964930924548335
#aya,7.081673306772913,1.7109458023379371
#ayb,5.308764940239046,3.730074388947924
#ayc,6.454183266932266,1.41339001062699
#ayd,8.386454183266926,3.198724760892664
#aye,2.3505976095617545,5.356004250797022
#ayf,7.001992031872517,0.7332624867162565
#ayg,2.1912350597609462,5.844845908607862
#ayh,6.3346613545816775,1.689691817215731
#ayi,2.9282868525896415,6.163655685441022
#ayj,5.956175298804776,1.4877789585547267
#ayk,2.241035856573707,5.727948990435705
#ayl,6.4940239043824715,1.3602550478214672
#aym,6.444223107569726,1.3283740701381501
#ayn,7.1414342629482,0.17003188097768715
#ayo,2.639442231075691,6.9394261424016985
#ayp,1.245019920318726,6.833156216790646
#ayq,7.300796812749008,0.26567481402763005
#ayr,2.4003984063745003,5.334750265674815
#ays,5.876494023904378,1.5409139213602574
#ayt,6.474103585657376,1.349628055260364
#ayu,3.1374501992031814,6.524973432518594
#ayv,5.039840637450191,4.017003188097768
#ayw,6.593625498007963,1.6153028692879943
#ayx,2.8784860557768956,6.312433581296489
#ayy,3.0378486055776888,6.429330499468653
#ayz,2.499999999999993,5.026567481402765
#aza,1.513944223107567,6.854410201912859
#azb,6.185258964143426,1.4771519659936239
#azc,4.551792828685255,4.027630180658871
#azd,6.294820717131472,1.647183846971311
#aze,6.633466135458169,1.052072263549417
#azf,6.533864541832663,1.2327311370882075
#azg,6.503984063745026,1.3390010626992535
#azh,3.1075697211155306,5.600425079702446
#azi,1.8924302788844551,8.416578108395322
#azj,3.426294820717132,5.526036131774709
#azk,5.268924302788841,3.751328374070138
#azl,2.938247011952182,6.461211477151961
#azm,7.280876494023898,0.0
#azn,2.5996015936254997,6.397449521785336
#azo,5.129482071713143,1.8384697130712044
#azp,7.0517928286852625,0.5526036131774739
#azq,2.9980079681274834,5.759829968119022
